label,text,label_num,clean_text,char_count,word_count,clean_words,avg_word_len,url,number,exclaim_count,uppercase_ratio
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,someone smoke every time ive smoked last two weeks calling texting wanted smoke,140,28,13,4.035714285714286,0,0,0,0.014285714285714285
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,youll get headache trying figure trust math promise,101,22,8,3.6363636363636362,0,0,0,0.039603960396039604
ham,S s..first time..dhoni rocks...,0,sfirst timedhoni rocks,31,4,3,7.0,0,0,0,0.03225806451612903
ham,Ok ill tell the company,0,ok ill tell company,23,5,4,3.8,0,0,0,0.043478260869565216
ham,"Awesome, think we can get an 8th at usf some time tonight?",0,awesome think get th usf time tonight,58,12,7,3.9166666666666665,0,1,0,0.017241379310344827
ham,So that means you still think of teju,0,means still think teju,37,8,4,3.75,0,0,0,0.02702702702702703
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",0,im good movie ok leave hourish,61,15,6,3.1333333333333333,0,0,0,0.04918032786885246
ham,No no:)this is kallis home ground.amla home town is durban:),0,nothis kallis home groundamla home town durban,60,10,7,5.1,0,0,0,0.016666666666666666
ham,So lets make it saturday or monday as per convenience.,0,lets make saturday monday per convenience,54,10,6,4.5,0,0,0,0.018518518518518517
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,0,hey time driving fri go evaluation fri,69,14,7,4.0,0,0,0,0.043478260869565216
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",1,price claim call,69,11,3,5.363636363636363,0,1,1,0.028985507246376812
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,im going lunch wif family aft dat go str orchard lor,72,17,11,3.2941176470588234,0,1,0,0.013888888888888888
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat pobox wq pmsg rcd,156,27,20,4.814814814814815,0,1,1,0.1987179487179487
ham,Cancel cheyyamo?and get some money back?,0,cancel cheyyamoand get money back,40,6,5,5.833333333333333,0,0,0,0.025
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,153,29,16,4.310344827586207,0,1,0,0.032679738562091505
ham,Ok.ok ok..then..whats ur todays plan,0,okok okthenwhats ur todays plan,36,5,5,6.4,0,0,0,0.027777777777777776
ham,Good morning princess! How are you?,0,good morning princess,35,6,3,5.0,0,0,1,0.05714285714285714
ham,Aiyar sorry lor forgot 2 tell u...,0,aiyar sorry lor forgot tell,34,7,5,4.0,0,1,0,0.029411764705882353
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,taking part mobile survey yesterday texts use however wish get txts send txt tc,156,30,14,4.233333333333333,1,1,1,0.04487179487179487
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,tonight mate catching sleep new number way,79,16,7,3.9375,0,0,0,0.0379746835443038
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0,height oh shit situation guy throws luv letter gal falls brothers head whos gayd,121,23,14,4.304347826086956,0,0,2,0.03305785123966942
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,ur hmv quiz cashbalance currently maximize ur cashin send hmv pmsg,104,19,11,4.526315789473684,0,1,0,0.07692307692307693
ham,"So check your errors and if you had difficulties, do correction.",0,check errors difficulties correction,64,11,4,4.909090909090909,0,0,0,0.015625
ham,Howz pain?hope u r fine..,0,howz painhope fine,25,5,3,4.2,0,0,0,0.04
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,wake already thanx tau sar piah quite nice,58,13,8,3.5384615384615383,0,1,0,0.034482758620689655
ham,K do I need a login or anything,0,need login anything,31,8,3,3.0,0,0,0,0.06451612903225806
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,dont forget place many free requests stchoicecouk wish information call,120,19,10,5.368421052631579,0,1,0,0.06666666666666667
ham,LOL ... No just was busy,0,lol busy,24,6,2,3.1666666666666665,0,0,0,0.16666666666666666
ham,What * u wearing?,0,wearing,17,4,1,3.5,0,0,0,0.058823529411764705
ham,Oh:)as usual vijay film or its different?,0,ohas usual vijay film different,41,7,5,5.0,0,0,0,0.024390243902439025
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,dont know dont know send chat lets find pmsg rcvd hgsuite landsroww hl ldn years,158,28,15,4.678571428571429,0,1,1,0.12658227848101267
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,good day mine really busy much tomorrow night,80,17,8,3.764705882352941,0,0,0,0.025
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,way send shades stuff wonderful,85,18,5,3.7777777777777777,0,0,0,0.023529411764705882
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,really tot ur paper ended long ago wat copied jus got use happy lar still haf study,115,25,17,3.64,0,1,0,0.043478260869565216
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,thank winner notified sms good luck future marketing reply stop customer services,115,18,12,5.444444444444445,0,1,1,0.06956521739130435
ham,Babe ? I lost you ... :-(,0,babe lost,25,7,2,2.7142857142857144,0,0,0,0.08
ham,Ok... Help me ask if she's working tmr a not?,0,ok help ask shes working tmr,45,10,6,3.6,0,0,0,0.044444444444444446
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,im driving raining ill get caught mrt station lor,70,13,9,4.461538461538462,0,0,1,0.04285714285714286
ham,Not a drop in the tank,0,drop tank,22,6,2,2.8333333333333335,0,0,0,0.045454545454545456
ham,(That said can you text him one more time?),0,said text one time,43,9,4,3.888888888888889,0,0,0,0.023255813953488372
ham,Ok i go change also...,0,ok go change also,22,5,4,3.6,0,0,0,0.045454545454545456
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1,girls many local virgins ready fil ur every sexual need fil text cute,139,30,13,3.6666666666666665,0,1,0,0.03597122302158273
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,find sitter kaitlyn sick slept day yesterday,72,15,7,3.8666666666666667,0,0,0,0.027777777777777776
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,sorry man accidentally left phone silent last night didnt check til got,91,18,12,4.111111111111111,0,0,0,0.02197802197802198
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0,hey something came last min think wun signing tmr hee,70,14,10,4.071428571428571,0,0,0,0.05714285714285714
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,hes adult would learn experience theres real danger dont like peeps using drugs dont need comment,140,26,16,4.423076923076923,0,0,0,0.02857142857142857
ham,Hey! There's veggie pizza... :/,0,hey theres veggie pizza,31,5,4,5.4,0,0,1,0.06451612903225806
ham,Yun buying... But school got offer 2000 plus only...,0,yun buying school got offer plus,52,9,6,4.888888888888889,0,1,0,0.038461538461538464
ham,You sure your neighbors didnt pick it up,0,sure neighbors didnt pick,40,8,4,4.125,0,0,0,0.025
ham,K. I will sent it again,0,sent,23,6,1,3.0,0,0,0,0.08695652173913043
ham,Well. Im computerless. Time to make some oreo truffles,0,well im computerless time make oreo truffles,54,9,7,5.111111111111111,0,0,0,0.05555555555555555
ham,"Haha yeah I see that now, be there in a sec",0,haha yeah see sec,43,11,4,3.0,0,0,0,0.046511627906976744
ham,I am not having her number sir,0,number sir,30,7,2,3.4285714285714284,0,0,0,0.03333333333333333
ham,Lol now I'm after that hot air balloon!,0,lol im hot air balloon,39,8,5,4.0,0,0,1,0.05128205128205128
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,ok bus come soon come otherwise tomorrow,71,18,7,3.0,0,0,0,0.028169014084507043
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,msgs time passthey silently say thinking right also making think least moment gd ntswt drms shesil,146,31,16,3.7419354838709675,0,1,0,0.04794520547945205
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",0,yeah probably swing roommate finishes girl,73,14,6,4.285714285714286,0,0,0,0.0136986301369863
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,got takes take part wrc rally oz lucozade energy text rally le see packs lucozadecoukwrc itcould,159,32,16,4.0,0,1,2,0.1069182389937107
ham,Happy new years melody!,0,happy new years melody,23,4,4,5.0,0,0,1,0.043478260869565216
ham,Ü dun need to pick ur gf?,0,dun need pick ur gf,25,7,5,2.7142857142857144,0,0,0,0.04
ham,Yay! You better not have told that to 5 other girls either.,0,yay better told girls either,59,12,5,4.0,0,1,1,0.03389830508474576
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0,horrible eat macs eat forgot abt already rite take long reply thk toot prepared wat shall eat,150,33,17,3.5757575757575757,0,1,0,0.02666666666666667
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",0,say fantastic chance anything need bigger life lift losing live think would first person die,167,38,15,3.3947368421052633,0,1,0,0.03592814371257485
ham,Just nw i came to hme da..,0,nw came hme da,26,7,4,2.857142857142857,0,0,0,0.038461538461538464
ham,"I'm outside islands, head towards hard rock and you'll run into me",0,im outside islands head towards hard rock youll run,66,12,9,4.583333333333333,0,0,0,0.015151515151515152
ham,To day class is there are no class.,0,day class class,35,8,3,3.5,0,0,0,0.02857142857142857
ham,I'm in chennai velachery:),0,im chennai velachery,26,4,3,5.75,0,0,0,0.038461538461538464
ham,You flippin your shit yet?,0,flippin shit yet,26,5,3,4.4,0,0,0,0.038461538461538464
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",0,give sec breaking ltgt cstore,49,10,5,3.8,0,0,0,0.02040816326530612
ham,Am i that much bad to avoid like this?,0,much bad avoid like,38,9,4,3.3333333333333335,0,0,0,0.02631578947368421
ham,"Yo, you around? Just got my car back",0,yo around got car back,36,8,5,3.625,0,0,0,0.05555555555555555
ham,Annoying isn't it.,0,annoying isnt,18,3,2,5.333333333333333,0,0,0,0.05555555555555555
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",0,goodmorning today late ltgt min,48,8,5,5.0,0,0,0,0.041666666666666664
ham,There's no point hangin on to mr not right if he's not makin u happy,0,theres point hangin mr right hes makin happy,68,15,8,3.6,0,0,0,0.014705882352941176
ham,All will come alive.better correct any good looking figure there itself..,0,come alivebetter correct good looking figure,73,11,6,5.7272727272727275,0,0,0,0.0136986301369863
ham,In that case I guess I'll see you at campus lodge,0,case guess ill see campus lodge,49,11,6,3.5454545454545454,0,0,0,0.061224489795918366
ham,We're done...,0,done,13,2,1,6.0,0,0,0,0.07692307692307693
ham,Come to my home for one last time i wont do anything. Trust me.,0,come home one last time wont anything trust,63,14,8,3.5714285714285716,0,0,0,0.031746031746031744
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,night worrying appt shame missed girls night quizzes popcorn hair,133,27,10,3.962962962962963,0,0,0,0.015037593984962405
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pics wk,154,30,17,4.166666666666667,0,1,2,0.09090909090909091
ham,Ok... C ya...,0,ok ya,13,3,2,3.6666666666666665,0,0,0,0.15384615384615385
spam,You have 1 new voicemail. Please call 08719181503,1,new voicemail please call,49,8,4,5.25,0,1,0,0.04081632653061224
ham,What he said is not the matter. My mind saying some other matter is there.,0,said matter mind saying matter,74,15,5,4.0,0,0,0,0.02702702702702703
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,al moan thin goes wrong faultal de arguments faultfed himso bother hav go thanxxx,138,31,14,3.4838709677419355,0,1,0,0.014492753623188406
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,164,22,13,6.2272727272727275,0,0,0,0.10365853658536585
ham,Otherwise had part time job na-tuition..,0,otherwise part time job natuition,40,6,5,5.833333333333333,0,0,0,0.025
ham,I know she called me,0,know called,20,5,2,3.2,0,0,0,0.05
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",0,also da feel yesterday night wait til day night dear,61,12,10,4.083333333333333,0,1,0,0.01639344262295082
ham,Thanks for understanding. I've been trying to tell sura that.,0,thanks understanding ive trying tell sura,61,10,6,5.2,0,0,0,0.03278688524590164
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,win year supply cds store ur choice worth enter weekly draw txt music tscs,145,26,14,4.615384615384615,1,1,0,0.09655172413793103
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0,whole car appreciated last two dad map reading semi argument apart things going ok,130,25,14,4.24,0,0,1,0.023076923076923078
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,148,29,15,4.137931034482759,0,1,1,0.0945945945945946
ham,I need you to be in my strong arms...,0,need strong arms,37,9,3,3.2222222222222223,0,0,0,0.02702702702702703
ham,Also maaaan are you missing out,0,also maaaan missing,31,6,3,4.333333333333333,0,0,0,0.03225806451612903
ham,His bday real is in april .,0,bday real april,27,7,3,3.0,0,0,0,0.037037037037037035
ham,Guessin you ain't gonna be here before 9?,0,guessin aint gonna,41,8,3,4.25,0,1,0,0.024390243902439025
ham,Ok then i will come to ur home after half an hour,0,ok come ur home half hour,49,12,6,3.1666666666666665,0,0,0,0.02040816326530612
ham,"Yo, the game almost over? Want to go to walmart soon",0,yo game almost want go walmart soon,52,11,7,3.8181818181818183,0,0,0,0.038461538461538464
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0,yeah probably sure ilol let know personally wuldnt bother ur goin mite well,124,25,13,4.0,0,0,2,0.03225806451612903
ham,I'll text now! All creepy like so he won't think that we forgot,0,ill text creepy like wont think forgot,63,13,7,3.923076923076923,0,0,1,0.031746031746031744
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,would good ill phone tomo lunchtime shall organise something,83,15,9,4.6,0,0,0,0.024096385542168676
spam,You have 1 new voicemail. Please call 08719181513.,1,new voicemail please call,50,8,4,5.375,0,1,0,0.04
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",0,damn make tonight want wait til tomorrow,70,15,7,3.7333333333333334,0,0,0,0.014285714285714285
ham,K..k..i'm also fine:)when will you complete the course?,0,kkim also finewhen complete course,55,8,5,6.0,0,0,0,0.01818181818181818
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0,true passable get high score apply phd get years salary makes life easier,119,25,13,3.8,0,1,0,0.03361344537815126
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends ptone reply hl info,143,31,20,3.6451612903225805,0,1,2,0.0979020979020979
ham,Prakesh is there know.,0,prakesh know,22,4,2,4.75,0,0,0,0.045454545454545456
ham,Teach me apps da. When you come to college.,0,teach apps da come college,43,9,5,3.888888888888889,0,0,0,0.046511627906976744
ham,Rofl betta invest in some  anti aging products,0,rofl betta invest anti aging products,46,8,6,4.75,0,0,0,0.021739130434782608
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0,sir receive account another hr time sorry delay,75,14,8,4.428571428571429,0,1,0,0.013333333333333334
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,reply name address receive post weeks completely free accommodation various global locations ph,159,23,13,5.956521739130435,1,1,0,0.1320754716981132
ham,So ü'll be submitting da project tmr rite?,0,üll submitting da project tmr rite,42,8,6,4.375,0,0,0,0.023809523809523808
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1,free entry weekly comp send word enter tc cust care,122,21,10,4.857142857142857,1,1,0,0.11475409836065574
ham,Jus ans me lar. U'll noe later.,0,jus ans lar ull noe later,31,7,6,3.5714285714285716,0,0,0,0.06451612903225806
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0,want send something sell fast ltgt easy money,76,15,8,4.066666666666666,0,0,0,0.013157894736842105
ham,have got * few things to do. may be in * pub later.,0,got things may pub later,51,13,5,3.0,0,0,0,0.0
ham,1's finish meeting call me.,0,finish meeting call,27,5,3,4.6,0,1,0,0.0
ham,Lol ok. I'll snatch her purse too.,0,lol ok ill snatch purse,34,7,5,4.0,0,0,0,0.058823529411764705
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,0,hellodrivby quit edrunk sorry iff pthis makes senrddnot dancce drum basqihave fun nhite ros xxxxxxx,125,21,15,5.0,0,1,1,0.008
ham,How much are we getting?,0,much getting,24,5,2,4.0,0,0,0,0.041666666666666664
ham,Is ur paper in e morn or aft tmr?,0,ur paper morn aft tmr,33,9,5,2.7777777777777777,0,0,0,0.030303030303030304
ham,"Dear relieved of westonzoyland, all going to plan this end too!",0,dear relieved westonzoyland going plan end,63,11,6,4.818181818181818,0,0,1,0.015873015873015872
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0,hope great new semester wish best made greatness,96,19,8,4.105263157894737,0,0,0,0.03125
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0,oh yes speak txt hmm get email,53,14,7,2.7857142857142856,0,1,1,0.07547169811320754
ham,"I want to show you the world, princess :) how about europe?",0,want show world princess europe,59,12,5,4.0,0,0,0,0.01694915254237288
ham,Nobody can decide where to eat and dad wants Chinese,0,nobody decide eat dad wants chinese,52,10,6,4.3,0,0,0,0.038461538461538464
ham,No shoot me. I'm in the docs waiting room. :/,0,shoot im docs waiting room,45,10,5,3.6,0,0,0,0.044444444444444446
ham,Now? I'm going out 4 dinner soon..,0,im going dinner soon,34,7,4,4.0,0,1,0,0.058823529411764705
ham,Hello which the site to download songs its urgent pls,0,hello site download songs urgent pls,53,10,6,4.4,0,0,0,0.018867924528301886
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0,know mean king havin credit im goin bed night night sweet sleep,111,21,12,4.238095238095238,0,1,3,0.036036036036036036
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,0,horrible gal sch stuff come got mc,60,13,7,3.6923076923076925,0,0,0,0.05
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0,hi hun im comin nitetell every im sorry hope ava goodtimeoli rang melnite ifink mite sortedbut il explain everythin monl rsx,152,27,21,4.666666666666667,0,1,2,0.75
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1,please call immediately urgent message waiting,81,13,6,5.3076923076923075,0,1,0,0.06172839506172839
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0,yeah like goes like friends imma flip shit like half hour,87,20,11,3.4,0,0,0,0.011494252873563218
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0,mum say wan go go shun bian watch da glass exhibition,84,17,11,3.9411764705882355,0,0,0,0.023809523809523808
ham,What your plan for pongal?,0,plan pongal,26,5,2,4.4,0,0,0,0.038461538461538464
ham,Just wait till end of march when el nino gets himself. Oh.,0,wait till end march el nino gets oh,58,12,8,3.9166666666666665,0,0,0,0.034482758620689655
ham,"Not yet chikku..going to room nw, i'm in bus..",0,yet chikkugoing room nw im bus,46,9,6,4.222222222222222,0,0,0,0.021739130434782608
ham,Am also doing in cbe only. But have to pay.,0,also cbe pay,43,10,3,3.4,0,0,0,0.046511627906976744
ham,Honey boo I'm missing u.,0,honey boo im missing,24,5,4,4.0,0,0,0,0.08333333333333333
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,sent jd customer service cum accounts executive ur mail id details contact us,97,18,13,4.444444444444445,0,0,0,0.08247422680412371
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0,yo im parents gettin cash good news picked downstem,70,14,9,4.071428571428571,0,0,0,0.04285714285714286
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,179,35,19,4.142857142857143,0,0,2,0.0335195530726257
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,hungry gay guys feeling hungry call pmin stop texts call pmin,120,20,11,5.05,0,1,0,0.025
ham,Ok. No wahala. Just remember that a friend in need ...,0,ok wahala remember friend need,54,11,5,4.0,0,0,0,0.05555555555555555
ham,I will see in half an hour,0,see half hour,26,7,3,2.857142857142857,0,0,0,0.038461538461538464
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,im inperialmusic listening weirdest track ever byleafcutter johnsounds like insects molestedsomeone plumbingremixed evil men acid,154,19,15,7.157894736842105,0,1,1,0.006493506493506494
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",0,hey sorry didntgive ya bellearlier hunnyjust bedbut mite go thepub tr uwana mt uploads luv jenxxx,123,24,16,4.166666666666667,0,1,0,0.024390243902439025
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,seriously tell exact words right,48,8,5,5.125,0,0,0,0.8125
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1,get phone wanna chat set meet call cum moro luv jane xx calls£ minmoremobsemspobox po wa,146,27,16,4.444444444444445,0,1,0,0.18493150684931506
ham,"Tee hee. Off to lecture, cheery bye bye.",0,tee hee lecture cheery bye bye,40,8,6,4.125,0,0,0,0.05
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,sorry chikku cell got problem thts nt able reply msg,81,19,10,3.3157894736842106,0,0,0,0.012345679012345678
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,still havent collected dough pls let know go place sent get control number,116,26,13,3.5,0,0,0,0.008620689655172414
ham,Ok...,0,ok,5,1,1,5.0,0,0,0,0.2
spam,network operator. The service is free. For T & C's visit 80488.biz,1,network operator service free cs visit biz,66,12,7,4.583333333333333,0,1,0,0.06060606060606061
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0,let know contact ive settled room lets know ok,81,18,9,3.5555555555555554,0,0,0,0.037037037037037035
ham,Wot u up 2 u weirdo?,0,wot weirdo,20,6,2,2.5,0,1,0,0.05
ham,Can do lor...,0,lor,13,3,1,3.6666666666666665,0,0,0,0.07692307692307693
ham,Dont put your phone on silent mode ok,0,dont put phone silent mode ok,37,8,6,3.75,0,0,0,0.02702702702702703
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,0,meet depends wan lor,64,17,4,2.823529411764706,0,1,0,0.03125
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0,waiting tv show start lor leh still busy ur report,69,15,10,3.6666666666666665,0,1,0,0.028985507246376812
ham,Oh ho. Is this the first time u use these type of words,0,oh ho first time use type words,55,13,7,3.3076923076923075,0,0,0,0.03636363636363636
ham,Am I the only one who doesn't stalk profiles?,0,one doesnt stalk profiles,45,9,4,4.111111111111111,0,0,0,0.044444444444444446
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0,ever green quote ever told jerry cartoon person irritates always one loves vry much fails express gud nyt,159,32,18,4.0,0,0,3,0.10062893081761007
ham,Yes i thought so. Thanks.,0,yes thought thanks,25,5,3,4.2,0,0,0,0.08
ham,But if she.s drinkin i'm ok.,0,shes drinkin im ok,28,6,4,3.8333333333333335,0,0,0,0.03571428571428571
ham,"Just wondering, the others just took off",0,wondering others took,40,7,3,4.857142857142857,0,0,0,0.025
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,156,31,20,4.064516129032258,0,0,0,0.019230769230769232
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,dog must always wait till end day word run time cell already,138,33,12,3.212121212121212,0,0,0,0.028985507246376812
ham,Happy new year to u too!,0,happy new year,24,6,3,3.1666666666666665,0,0,1,0.041666666666666664
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0,heygreat dealfarm tour pm pax deposit may,70,12,7,4.916666666666667,0,1,0,0.05714285714285714
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,0,eat jap done oso aft ur lect wat got lect rite,61,14,11,3.357142857142857,0,1,0,0.03278688524590164
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,hey babe saw came online second disappeared happened,86,17,8,4.117647058823529,0,0,1,0.023255813953488372
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,174,35,18,4.0,0,0,0,0.022988505747126436
ham,Happy birthday... May all ur dreams come true...,0,happy birthday may ur dreams come true,48,8,7,5.125,0,0,0,0.041666666666666664
ham,Aiyah u did ok already lar. E nydc at wheellock?,0,aiyah ok already lar nydc wheellock,48,10,6,3.9,0,0,0,0.041666666666666664
ham,TELL HER I SAID EAT SHIT.,0,tell said eat shit,25,6,4,3.3333333333333335,0,0,0,0.76
ham,Sure! I am driving but will reach my destination soon.,0,sure driving reach destination soon,54,10,5,4.5,0,0,1,0.037037037037037035
ham,"K so am I, how much for an 8th? Fifty?",0,much th fifty,38,10,3,2.9,0,1,0,0.07894736842105263
ham,Your daily text from me – a favour this time,0,daily text favour time,44,10,4,3.5,0,0,0,0.022727272727272728
